"sep=,"
"Export items"
" "
Account,Item,"Item number",SKU,Manufacturer,Supplier,"Label alcohol","Units per item",Unit,"Items per case","Total quantity"
"Well Crafted Wine & Beverage Co.","Kettlebell Cabernet Sauvignon 2023",25747,CAL1348,,,13.50,750.000,ml,12,483.000
"Well Crafted Wine & Beverage Co.","KeyKeg Tap",8905,,,,,1.000,each,1,1.000
"Well Crafted Wine & Beverage Co.","Kitron Cabernet Sauvignon Reserve",25296,ISR1031,,,,750.000,ml,6,0.000
"Well Crafted Wine & Beverage Co.","Knuttel Family Wines Tentadora Malbec 2017",15820,ARG1030,"Knuttel Family",,,750.000,ml,12,11.000
"Well Crafted Wine & Beverage Co.","Knuttel Family Wines Tentadora Malbec 2018",18227,ARG1030,"Knuttel Family",,,750.000,ml,12,1.000
"Well Crafted Wine & Beverage Co.","Knuttel Family Wines Tentadora Malbec 2019",23517,ARG1030,"Knuttel Family",,,750.000,ml,12,464.000
"Well Crafted Wine & Beverage Co.","Knuttel Family Wines Tentadora Malbec STAINED LABEL 2019",28624,ARG1030,"Knuttel Family",,,750.000,ml,12,6.000
"Well Crafted Wine & Beverage Co.","Knuttel Family Dry Creek Valley Cabernet Sauvignon, Sebastian's Infinite Limits 2021",25972,CAL1148,"Knuttel Family",,14.50,750.000,ml,12,584.000
"Well Crafted Wine & Beverage Co.","Knuttel Family Russian River Valley Chardonnay, Kate's Pas de Deux 2020",15265,CAL1150,"Knuttel Family",,13.90,750.000,ml,12,3.000
"Well Crafted Wine & Beverage Co.","Knuttel Family Russian River Valley Chardonnay, Kate's Pas de Deux 2021",19542,CAL1150,"Knuttel Family",,13.90,750.000,ml,12,6.000
"Well Crafted Wine & Beverage Co.","Knuttel Family Russian River Valley Chardonnay, Kate's Pas de Deux 2022",23515,CAL1150,"Knuttel Family",,13.90,750.000,ml,12,2.000
"Well Crafted Wine & Beverage Co.","Knuttel Family Russian River Valley Chardonnay, Kate's Pas de Deux 2023",24800,CAL1150,"Knuttel Family",,13.90,750.000,ml,12,175.000
"Well Crafted Wine & Beverage Co.","Knuttel Family Russian River Valley Chardonnay, Kate's Pas de Deux 2024",30347,CAL1150,"Knuttel Family",,13.90,750.000,ml,12,300.000
"Well Crafted Wine & Beverage Co.","Knuttel Family Sonoma Coast Pinot Noir, Bill's Hidden Track 2018",14528,CAL1149,"Knuttel Family",,13.90,750.000,ml,12,0.000
"Well Crafted Wine & Beverage Co.","Knuttel Family Sonoma Coast Pinot Noir, Bill's Hidden Track 2019",17045,CAL1149,"Knuttel Family",,14.50,750.000,ml,12,0.000
"Well Crafted Wine & Beverage Co.","Knuttel Family Sonoma Coast Pinot Noir, Bill's Hidden Track 2021",22287,CAL1149,"Knuttel Family",,14.50,750.000,ml,12,0.000
"Well Crafted Wine & Beverage Co.","Knuttel Family Sonoma Coast Pinot Noir, Bill's Hidden Track 2022",28749,CAL1149,"Knuttel Family",,14.50,750.000,ml,12,300.000
"Well Crafted Wine & Beverage Co.","Knuttel Family Zinfinity 2018",11880,CAL1151,"Knuttel Family",,13.90,750.000,ml,12,205.000
"Well Crafted Wine & Beverage Co.","Koquelicot Cuvee Santa Chiara 2013",16996,,,,,750.000,ml,12,1.000
"Well Crafted Wine & Beverage Co.","Korde Pinea Blanco 2022-2023",25097,SPA1266,,,12.50,750.000,ml,6,14.000
"Well Crafted Wine & Beverage Co.","Korde Pinea Blanco 2023-2024",30304,SPA1266,,,12.50,750.000,ml,6,60.000
"Well Crafted Wine & Beverage Co.","Korde Pinea El Castillo Red 2023",30308,SPA1368,,,14.00,750.000,ml,6,24.000
"Well Crafted Wine & Beverage Co.","Korde Pinea Rose 2021",17650,SPA1229,,,14.00,750.000,ml,6,8.000
"Well Crafted Wine & Beverage Co.","Korde Pinea Rose 2023",30305,SPA1229,,,14.00,750.000,ml,6,36.000
"Well Crafted Wine & Beverage Co.","Korde Pinea Tinto 2022",25082,SPA1338,,,13.50,750.000,ml,12,5.000
"Well Crafted Wine & Beverage Co.","Korde Pinea Tinto 2023",30306,SPA1338,,,,750.000,ml,12,24.000
"Well Crafted Wine & Beverage Co.","Krs Orange Zilavka 2017",16999,,,,,750.000,ml,12,1.000
"Well Crafted Wine & Beverage Co.","La Domitienne Carignan Vieilles Vignes 2020",18219,SAMPLE,,,,750.000,ml,12,1.000
"Well Crafted Wine & Beverage Co.","La Domitienne Carignan Vieilles Vignes 2022",23878,FRA1079,,,13.50,750.000,ml,12,85.000
"Well Crafted Wine & Beverage Co.","La Domitienne Mourvedre Rose 2021",16863,FRA1057,"Jeff Welburn Selections",,,750.000,ml,12,39.000
"Well Crafted Wine & Beverage Co.","La Domitienne Picpoul 2023",25537,FRA1058,,,13.00,750.000,ml,12,174.000
"Well Crafted Wine & Beverage Co.","La Floret D Vir Pinot Noir (MD & DC)",23930,ISR1014,,,,750.000,ml,12,0.000
"Well Crafted Wine & Beverage Co.","La Foret Blanche Talpiot 2019",17072,,,,,750.000,ml,12,1.000
"Well Crafted Wine & Beverage Co.","La Mancha Vega Demara Crianza 2012",3177,SPA1041,,,13.50,750.000,ml,12,
"Well Crafted Wine & Beverage Co.","La Mancha Vega Demara Joven 2017",3176,SPA1040,,,13.50,750.000,ml,12,1.000
"Well Crafted Wine & Beverage Co.","La Petite Mort Gentil Qvevri (White) 2020",18293,AUS1023,,,11.50,750.000,ml,12,60.000
"Well Crafted Wine & Beverage Co.","La Petite Mort Saperavi Qvervi (Red) 2020",18294,AUS1025,,,13.20,750.000,ml,12,20.000
"Well Crafted Wine & Beverage Co.","La Petite Mort VMR Qvevri 2019",18295,AUS1024,,,13.00,750.000,ml,12,4.000
"Well Crafted Wine & Beverage Co.","La Sala Red Sangria",10117,SPA1220,,,,750.000,ml,12,
"Well Crafted Wine & Beverage Co.","La Sala Rose Sangria",10119,SPA1222,,,,750.000,ml,12,6.000
"Well Crafted Wine & Beverage Co.","Lambert Estate A Thousand Words Chardonnay 2023",25989,AUS1037,,,,750.000,ml,12,23.000
"Well Crafted Wine & Beverage Co.","Lambert Estate A Thousand Words Chardonnay 2024",29398,AUS1037,,,,750.000,ml,12,72.000
"Well Crafted Wine & Beverage Co.","Lambert Estate Black Sheep Red Blend 2020",25988,AUS1003,,,14.50,750.000,ml,12,6.000
"Well Crafted Wine & Beverage Co.","Lambert Estate Black Sheep Red Blend 2022",28905,AUS1003,,,14.50,750.000,ml,12,227.000
"Well Crafted Wine & Beverage Co.","Lambert Estate Chocolatier NV",15737,AUS1005,,,17.00,750.000,ml,12,523.000
"Well Crafted Wine & Beverage Co.","Lambert Estate Commitment Shiraz 2018",15739,AUS1002,,,15.00,750.000,ml,12,98.000
"Well Crafted Wine & Beverage Co.","Lambert Estate First Chapter Shiraz 2019",15740,AUS1004,,,14.50,750.000,ml,12,0.000
"Well Crafted Wine & Beverage Co.","Lambert Estate First Chapter Shiraz 2021",25643,AUS1004,,,14.50,750.000,ml,12,3.000
"Well Crafted Wine & Beverage Co.","Lambert Estate First Chapter Shiraz 2023",28906,AUS1004,,,14.50,750.000,ml,12,206.000
"Well Crafted Wine & Beverage Co.","Lambert Estate Thoroughbred Cabernet Sauvignon 2019",27671,AUS1001,,,15.00,750.000,ml,12,230.000
"Well Crafted Wine & Beverage Co.","Lame Delisle Boucard Bourgueil Vieilles Vignes 2018",18224,SAMPLE,,,,750.000,ml,12,1.000
"Well Crafted Wine & Beverage Co.","LaMontagne Pinot Noir 2016",18202,SAMPLE,,,,750.000,ml,12,2.000
"Well Crafted Wine & Beverage Co.","LaMontagne Pinot Noir (Wine Club) 2015",17048,CAL1268,,,,750.000,ml,12,4.000
"Well Crafted Wine & Beverage Co.","Lanzarote Vino Blanco 2021",16861,SAMPLE,,,,750.000,ml,12,1.000
"Well Crafted Wine & Beverage Co.","Lanzarote Vino Rosado 2021",16864,SAMPLE,,,,750.000,ml,12,1.000
"Well Crafted Wine & Beverage Co.","Le Petit Jard Bordeaux (MD & DC) 2022",23934,FRA1158,,,13.00,750.000,ml,12,0.000
"Well Crafted Wine & Beverage Co.","Le Pletzl Red Bordeaux Mevushal (MD & DC) 2023",23847,FRA1149,,,,750.000,ml,12,0.000
"Well Crafted Wine & Beverage Co.","Le Prieur Entre-Deux-Mers White 2021",17774,FRA1003,,,,750.000,ml,12,1.000
"Well Crafted Wine & Beverage Co.","Le Prieur Entre-Deux-Mers White 2022",21333,FRA1003,,,,750.000,ml,12,2.000
"Well Crafted Wine & Beverage Co.","Le Prieur Entre-Deux-Mers White 2023",23308,FRA1003,,,14.00,750.000,ml,12,545.000
"Well Crafted Wine & Beverage Co.","Le Prieur Entre-Deux-Mers White 2024",28250,FRA1003,,,,750.000,ml,12,1080.000
"Well Crafted Wine & Beverage Co.","Leira Reyero Albarino 2023",24280,SPA1061,,,12.50,750.000,ml,12,68.000
"Well Crafted Wine & Beverage Co.","Les Brebis Eola Hills Pinot Noir 2018",10278,ORO1005,,,13.70,750.000,ml,12,8.000
"Well Crafted Wine & Beverage Co.","Les Brebis Ramato 2022",21499,ORO1049,,,12.50,750.000,ml,12,48.000
"Well Crafted Wine & Beverage Co.","Les Brebis Ramato 2023",25506,ORO1049,,,12.50,750.000,ml,12,468.000
"Well Crafted Wine & Beverage Co.","Les Brebis Willamette Pinot Noir 2018",3411,ORO1004,,,13.70,750.000,ml,12,1.000
"Well Crafted Wine & Beverage Co.","Les Brebis Willamette Pinot Noir 2019",11795,ORO1004,,,13.70,750.000,ml,12,4.000
"Well Crafted Wine & Beverage Co.","Les Brebis Willamette Pinot Noir 2023",25507,ORO1004,,,13.70,750.000,ml,12,587.000
"Well Crafted Wine & Beverage Co.","Les Bulles Blanches Cremant de Lorie Sparkling White",16991,,,,,750.000,ml,12,
"Well Crafted Wine & Beverage Co.","Les Bulles Rosees Cremant de Lorie Sparkling Rose",16990,,,,,750.000,ml,12,2.000
"Well Crafted Wine & Beverage Co.","Libertine Barncat Dry Riesling 2019",14537,ORO1019,,,,750.000,ml,12,2.000
"Well Crafted Wine & Beverage Co.","Libertine ""You Are Still Alive"" Pet-Nat 2022",22235,ORO1050,,,,750.000,ml,12,0.000
"Well Crafted Wine & Beverage Co.","Libertine Barncat Dry Riesling 2020",18118,ORO1019,,,,750.000,ml,12,28.000
"Well Crafted Wine & Beverage Co.","Libertine Chardetto 2022",21369,ORO1048,,,,750.000,ml,12,73.000
"Well Crafted Wine & Beverage Co.","Libertine Death & Rebirth",14538,ORO1036,,,,750.000,ml,12,4.000
"Well Crafted Wine & Beverage Co.","Libertine Dion Vineyards Carbonic Red Syrah III 2021",21384,ORO1045,,,11.00,750.000,ml,12,18.000
"Well Crafted Wine & Beverage Co.","Libertine Dion Vineyards Tempranillio ""You Are Still Alive"" 2021",21383,ORO1044,,,13.00,750.000,ml,12,90.000
"Well Crafted Wine & Beverage Co.","Libertine Gradient Vineyard Chardonnay 2022",21387,ORO1042,,,12.00,750.000,ml,12,94.000
"Well Crafted Wine & Beverage Co.","Libertine Late Harvest Riesling 2019",14540,ORO1035,,,15.00,750.000,ml,12,4.000
"Well Crafted Wine & Beverage Co.","Libertine Old Wagon Road Vineyard Chardonnay 2021",18117,ORO1043,,,12.00,750.000,ml,12,1.000
"Well Crafted Wine & Beverage Co.","Libertine Old Wagon Road Vineyard Chardonnay 2022",21386,ORO1043,,,12.00,750.000,ml,12,77.000
"Well Crafted Wine & Beverage Co.","Libertine One Heart Vineyard Albarino",14539,ORO1031,,,,750.000,ml,12,1.000
"Well Crafted Wine & Beverage Co.","Libertine Roam Red 2022",21385,ORO1033,,,12.00,750.000,ml,12,227.000
"Well Crafted Wine & Beverage Co.","Libertine Scheurebe 2021",16881,SAMPLE,,,,750.000,ml,12,
"Well Crafted Wine & Beverage Co.","Libertine You Are Still Alive 2020",16880,SAMPLE,,,,750.000,ml,12,
"Well Crafted Wine & Beverage Co.","Lolea Case Wrap",2968,,,,,,,,20.000
"Well Crafted Wine & Beverage Co.","Lolea Citrus Spritz",29255,SPA1359,,,8.00,750.000,ml,12,268.000
"Well Crafted Wine & Beverage Co.","Lolea Floral Spritz",29257,SPA1358,,,8.00,750.000,ml,12,179.000
"Well Crafted Wine & Beverage Co.","Lolea Valentine's Day Promo",11797,,,,,750.000,ml,,83.000
"Well Crafted Wine & Beverage Co.","Lolea Mini White   187 ml",2278,SPA1146,,,6.80,187.000,ml,24,1543.000
"Well Crafted Wine & Beverage Co.","Luchador Tempranillo 2022",28618,SPA1282,,,15.25,750.000,ml,12,186.000
"Well Crafted Wine & Beverage Co.","Lueria Gewurztraminer 2020",25322,ISR1036,,,12.50,750.000,ml,12,0.000
"Well Crafted Wine & Beverage Co.","Lueria Roussanne",25298,ISR1033,,,,750.000,ml,12,0.000
"Well Crafted Wine & Beverage Co.","Lueria Unoaked Chardonnay",25297,ISR1032,,,,750.000,ml,12,0.000
"Well Crafted Wine & Beverage Co.","Lueria Cabernet Sauvignon Mevushal (MD & DC) 2023",23931,ISR1015,,,14.50,750.000,ml,12,12.000
"Well Crafted Wine & Beverage Co.","Lueria Terrace  (MD & DC) 2023",24698,ISR1017,,,14.50,750.000,ml,12,0.000
"Well Crafted Wine & Beverage Co.","Luis Blanc Pergola Red (Wine Club Only) 2023",25514,FRA1171,,,,750.000,ml,12,264.000
"Well Crafted Wine & Beverage Co.","Luis Blanc Treilles White  (Wine Club Only) 2023",25515,FRA1172,,,,750.000,ml,12,60.000
"Well Crafted Wine & Beverage Co.","Macauley Bacigalupi Chardonnay 2023",29008,CAL1369,,,13.80,750.000,ml,12,18.000
"Well Crafted Wine & Beverage Co.","Macauley Cabernet Sauvignon Stagecoach 2021",29013,CAL1373,,,15.20,750.000,ml,12,46.000
"Well Crafted Wine & Beverage Co.","Macauley Cabernet Sauvignon To Kalon 2021",29014,CAL1375,,,15.10,750.000,ml,12,18.000
"Well Crafted Wine & Beverage Co.","Macauley Petite Sirah Napa Valley 2021",29012,CAL1377,,,15.60,750.000,ml,12,20.000
"Well Crafted Wine & Beverage Co.","Macauley Pinot Noir Fort Ross-Seaview 2022",29009,CAL1370,,,14.50,750.000,ml,12,0.000
"Well Crafted Wine & Beverage Co.","Macauley Napa Valley Cabernet Sauvignon 2022",28997,CAL1371,,,15.20,750.000,ml,12,12.000
"Well Crafted Wine & Beverage Co.","Maison Albert Signature Viognier White 2017",16994,,,,,750.000,ml,12,1.000
"Well Crafted Wine & Beverage Co.","Maison Ogier Cotes du Rhone Blanc 2024",30112,FRA1194,,,13.00,750.000,ml,12,263.000
"Well Crafted Wine & Beverage Co.","Maison Ogier Cotes du Rhone Rouge 2023",30111,FRA1193,,,14.50,750.000,ml,12,274.000
"Well Crafted Wine & Beverage Co.","Maison Ogier St. Joseph 2022",30114,FRA1196,,,13.50,750.000,ml,6,71.000
"Well Crafted Wine & Beverage Co.","Maison Ogier Vacqueyras 2023",30113,FRA1195,,,15.50,750.000,ml,12,107.000
"Well Crafted Wine & Beverage Co.","Maison Roche de Bellene Bourgogne Chardonnay Cuvee Reserve 2020",20724,FRA1107,,,,750.000,ml,12,8.000
"Well Crafted Wine & Beverage Co.","Maison Roche de Bellene Bourgogne Chardonnay Cuvee Reserve 2021",22780,FRA1107,,,,750.000,ml,12,82.000
"Well Crafted Wine & Beverage Co.","Maison Roche de Bellene Bourgogne Pinot Noir Cuvee Reserve 2022",27768,FRA1108,,,,750.000,ml,12,12.000
"Well Crafted Wine & Beverage Co.","Maison Roche de Bellene Gevrey Chambertin VV 2020",20727,FRA1110,,,13.50,750.000,ml,6,13.000
"Well Crafted Wine & Beverage Co.","Maison Roche de Bellene Meursault VV 2020",20726,FRA1109,,,13.50,750.000,ml,6,6.000
"Well Crafted Wine & Beverage Co.","Maison Ventenac Cuvee Marie 2021",17028,FRA1065,,,,750.000,ml,12,1.000
"Well Crafted Wine & Beverage Co.","Maison Ventenac Cuvee Marie 2022",21254,FRA1065,,,12.00,750.000,ml,12,23.000
"Well Crafted Wine & Beverage Co.","Maison Ventenac Cuvee Marie 2023",23646,FRA1065,,,12.00,750.000,ml,12,353.000
"Well Crafted Wine & Beverage Co.","Maison Ventenac Cuvee Marie 2024",28193,FRA1065,,,,750.000,ml,12,840.000
"Well Crafted Wine & Beverage Co.","Maison Ventenac Cuvee Pierre 2021",17026,FRA1066,,,,750.000,ml,12,1.000
"Well Crafted Wine & Beverage Co.","Maison Ventenac Cuvee Pierre 2023",23645,FRA1066,,,,750.000,ml,12,499.000
"Well Crafted Wine & Beverage Co.","Maison Ventenac Cuvee Pierre 2024",28196,FRA1066,,,,750.000,ml,12,180.000
"Well Crafted Wine & Beverage Co.","Maison Ventenac Cuvee Stephanie 2020",15063,FRA1068,,,,750.000,ml,12,0.000
"Well Crafted Wine & Beverage Co.","Maison Ventenac Cuvee Stephanie 2023",28195,FRA1068,,,,750.000,ml,12,259.000
"Well Crafted Wine & Beverage Co.","Maison Ventenac Diane Rose 2021",16977,FRA1076,,,11.50,750.000,ml,12,0.000
"Well Crafted Wine & Beverage Co.","Maison Ventenac L'intrus 2022",21216,FRA1067,,,13.00,750.000,ml,12,4.000
"Well Crafted Wine & Beverage Co.","Maison Ventenac L'intrus 2023",28194,FRA1067,,,13.00,750.000,ml,12,564.000
"Well Crafted Wine & Beverage Co.","Maison Ventenac Reserve de Jeanne 2020",23644,FRA1127,,,,750.000,ml,12,0.000
"Well Crafted Wine & Beverage Co.","Mallorca Gallinas & Focas Red 2014",3014,SPA1169,,,13.00,750.000,ml,12,
"Well Crafted Wine & Beverage Co.","Mallorca Gallinas & Focas Red 2015",4508,SPA1169,,,13.00,750.000,ml,12,
"Well Crafted Wine & Beverage Co.","Manchuela Bodegas Ponce Buena Pinta 2014",1553,SPA1047,,,13.00,750.000,ml,12,3.000
"Well Crafted Wine & Beverage Co.","Manchuela Bodegas Ponce Buena Pinta 2015",2033,SPA1047,,,13.00,750.000,ml,12,4.000
"Well Crafted Wine & Beverage Co.","Manchuela Bodegas Ponce Clos Lojen Bobal 2016",3077,SPA1046,,,13.00,750.000,ml,12,
"Well Crafted Wine & Beverage Co.","Manchuela Bodegas Ponce La Casilla",1163,SPA1048,,,14.00,750.000,ml,12,
"Well Crafted Wine & Beverage Co.","Manchuela Bodegas Ponce Reto 2014",1552,SPA1045,,,13.00,750.000,ml,12,
"Well Crafted Wine & Beverage Co.","Marina Alta Blanco 2023",25051,SPA1333,,,11.00,750.000,ml,12,324.000
"Well Crafted Wine & Beverage Co.","Marina Alta Blanco Coleccion 2022",25052,SPA1334,,,12.00,750.000,ml,12,534.000
"Well Crafted Wine & Beverage Co.","Martellotto Cabernet Sauvignon 2019",18200,SAMPLE,,,,750.000,ml,12,1.000
"Well Crafted Wine & Beverage Co.","Martellotto M Chardonnay (Wine Club) 2021",17047,CAL1267,,,,750.000,ml,12,1.000
"Well Crafted Wine & Beverage Co.","Martellotto M Grenache (Wine Club) 2020",17046,CAL1266,,,,750.000,ml,12,1.000
"Well Crafted Wine & Beverage Co.","Martellotto Red Blend 2017",18201,SAMPLE,,,,750.000,ml,12,1.000
"Well Crafted Wine & Beverage Co.","Martino Cabernet Franc 2019",18199,SAMPLE,,,,750.000,ml,12,1.000
"Well Crafted Wine & Beverage Co.","Martino Malbec 2019",18197,SAMPLE,,,,750.000,ml,12,1.000
"Well Crafted Wine & Beverage Co.","Martino Pedro Ximenez 2020",18196,SAMPLE,,,,750.000,ml,12,1.000
"Well Crafted Wine & Beverage Co.","Martino Sangiovese 2020",18198,SAMPLE,,,,750.000,ml,12,1.000
"Well Crafted Wine & Beverage Co.","Mate Mantus Merlot IGT Toscana 2021",22819,ITA1102,,,15.00,750.000,ml,12,113.000
"Well Crafted Wine & Beverage Co.","Mate Brunello di Montalcino 2018",22818,ITA1100,,,14.50,750.000,ml,12,41.000
"Well Crafted Wine & Beverage Co.","Mate Brunello di Montalcino 2019",27572,ITA1100,,,,750.000,ml,12,240.000
"Well Crafted Wine & Beverage Co.","Mate Mania Cabernet Sauvignon IGT Toscana 2021",22820,ITA1101,,,14.50,750.000,ml,12,4.000
"Well Crafted Wine & Beverage Co.","Mate Mania Cabernet Sauvignon IGT Toscana 2022",27573,ITA1101,,,14.50,750.000,ml,12,118.000
"Well Crafted Wine & Beverage Co.","Mauro Molino Barbera d'Alba 2021",17971,ITA1025,"Mauro Molino - Supplier",,14.50,750.000,ml,12,1.000
"Well Crafted Wine & Beverage Co.","Mauro Molino Barbera d'Alba 2022",22836,ITA1025,"Mauro Molino - Supplier",,14.50,750.000,ml,12,75.000
"Well Crafted Wine & Beverage Co.","Mauro Molino Barbera d'Alba 2024",29378,ITA1025,"Mauro Molino - Supplier",,14.50,750.000,ml,12,240.000
"Well Crafted Wine & Beverage Co.","Mauro Molino Barbera d'Asti DOCG Leradici 2022",24998,ITA1034,,,15.50,750.000,ml,12,252.000
"Well Crafted Wine & Beverage Co.","Mauro Molino Barolo 2020",23752,ITA1026,"Mauro Molino - Supplier",,14.50,750.000,ml,12,74.000
"Well Crafted Wine & Beverage Co.","Mauro Molino Barolo 2021",29382,ITA1026,"Mauro Molino - Supplier",,14.50,750.000,ml,12,108.000
"Well Crafted Wine & Beverage Co.","Mauro Molino Barolo (375 ml) 2019  375 ml",21539,ITA1044,"Mauro Molino - Supplier",,14.00,375.000,ml,12,0.000
"Well Crafted Wine & Beverage Co.","Mauro Molino Barolo (Stained Label) 2019",23245,ITA1026,"Mauro Molino - Supplier",,14.50,750.000,ml,12,1.000
"Well Crafted Wine & Beverage Co.","Mauro Molino Barolo Bricco Luciani 2020",23754,ITA1030,"Mauro Molino - Supplier",,14.00,750.000,ml,12,3.000
"Well Crafted Wine & Beverage Co.","Mauro Molino Barolo Bricco Luciani 2021",29383,ITA1030,"Mauro Molino - Supplier",,14.00,750.000,ml,12,54.000
"Well Crafted Wine & Beverage Co.","Mauro Molino Barolo Conca 2020",23755,ITA1031,"Mauro Molino - Supplier",,14.00,750.000,ml,12,44.000
"Well Crafted Wine & Beverage Co.","Mauro Molino Barolo Gallinotto 2020",23753,ITA1027,"Mauro Molino - Supplier",,14.00,750.000,ml,12,1.000
"Well Crafted Wine & Beverage Co.","Mauro Molino Barolo Gallinotto 2021",29379,ITA1027,"Mauro Molino - Supplier",,14.00,750.000,ml,12,159.000
"Well Crafted Wine & Beverage Co.","Mauro Molino Barolo La Serra 2020",23756,ITA1111,,,,750.000,ml,12,11.000
"Well Crafted Wine & Beverage Co.","Mauro Molino Langhe Dolcetto 2018",6028,ITA1023,"Mauro Molino - Supplier",,13.50,750.000,ml,12,4.000
"Well Crafted Wine & Beverage Co.","Mauro Molino Langhe Dolcetto 2021",19541,ITA1023,"Mauro Molino - Supplier",,13.50,750.000,ml,12,1.000
"Well Crafted Wine & Beverage Co.","Mauro Molino Langhe Dolcetto 2022",21538,ITA1023,"Mauro Molino - Supplier",,13.50,750.000,ml,12,2.000
"Well Crafted Wine & Beverage Co.","Mauro Molino Langhe Dolcetto 2023",24069,ITA1023,"Mauro Molino - Supplier",,13.50,750.000,ml,12,226.000
"Well Crafted Wine & Beverage Co.","Mauro Molino Langhe Nebbiolo 2023",27093,ITA1024,"Mauro Molino - Supplier",,14.00,750.000,ml,12,255.000
"Well Crafted Wine & Beverage Co.","Mauro Molino Roero Arneis DOCG 2024",29380,ITA1072,"Mauro Molino - Supplier",,14.00,750.000,ml,12,246.000
"Well Crafted Wine & Beverage Co.","Mauro Molino Roero Arneis DOCG (Damaged Tops) 2022",23102,ITA1072,"Mauro Molino - Supplier",,14.00,750.000,ml,12,3.000
"Well Crafted Wine & Beverage Co.","Mendoza Avarizza Malbec 2017",4562,,,,13.90,750.000,ml,12,3.000
"Well Crafted Wine & Beverage Co.","Mendoza Avarizza Malbec 2021",19240,ARG1015,,,13.90,750.000,ml,12,250.000
"Well Crafted Wine & Beverage Co.","Mendoza Avarizza Red Blend #2 2017",15540,ARG1019,,,,750.000,ml,12,
"Well Crafted Wine & Beverage Co.","Mendoza Finca Abril 1922 2014",8909,ARG1012,,,14.40,750.000,ml,6,1.000
"Well Crafted Wine & Beverage Co.","Mendoza Finca Abril Rapsodia 2012",1959,ARG1011,,,14.40,750.000,ml,12,
"Well Crafted Wine & Beverage Co.","Mendoza Finca Abril Rapsodia 2013",4557,ARG1011,,,14.40,750.000,ml,12,
"Well Crafted Wine & Beverage Co.","Mendoza Finca Abril Rapsodia 2017",14474,ARG1011,,,14.40,750.000,ml,12,
"Well Crafted Wine & Beverage Co.","Mendoza Laderas del Valle Cabernet Sauvignon 2017",4566,ARG1003,,,13.50,750.000,ml,12,
"Well Crafted Wine & Beverage Co.","Mendoza Laderas del Valle Cabernet Sauvignon 2018",11525,ARG1003,,,13.50,750.000,ml,12,
"Well Crafted Wine & Beverage Co.","Mendoza Laderas del Valle Malbec 2018",4565,ARG1001,,,14.00,750.000,ml,12,
"Well Crafted Wine & Beverage Co.","Mendoza Punta Pays Cruz de Piedra Malbec 2019",10382,ARG1010,,,14.00,750.000,ml,12,
"Well Crafted Wine & Beverage Co.","Merite Merlot 2015",28998,AUS1031,,,14.10,750.000,ml,12,24.000
"Well Crafted Wine & Beverage Co.","Mike and Molly Hendry Zinfandel 2018",16511,CAL1265,,,15.60,750.000,ml,12,78.000
"Well Crafted Wine & Beverage Co.","Mike and Molly Hendry Zinfandel 2019",17984,CAL1265,,,15.60,750.000,ml,12,2.000
"Well Crafted Wine & Beverage Co.","Misty Cliffs NA Brut NV",25958,NON1027,,,0.50,750.000,ml,12,94.000
"Well Crafted Wine & Beverage Co.","Misty Cliffs NA Cabernet Sauvignon &  Merlot NV",25956,NON1026,,,0.50,750.000,ml,12,293.000
"Well Crafted Wine & Beverage Co.","Misty Cliffs NA Rose NV",25959,NON1025,,,0.50,750.000,ml,12,60.000
"Well Crafted Wine & Beverage Co.","Misty Cliffs NA Sauvignon Blanc NV",25957,NON1024,,,,750.000,ml,12,165.000
"Well Crafted Wine & Beverage Co.","Monte Real Gran Reserva 1975",25487,RIO1072,,,,750.000,ml,12,21.000
"Well Crafted Wine & Beverage Co.","Monte Real Gran Reserva 1978",25486,RIO1071,,,,750.000,ml,12,20.000
"Well Crafted Wine & Beverage Co.","Monte Real Gran Reserva 2009",25545,RIO1075,,,,750.000,ml,12,442.000
"Well Crafted Wine & Beverage Co.","Monte Real Barrel Fermented 2023",28523,RIO1085,,,,750.000,ml,12,0.000
"Well Crafted Wine & Beverage Co.","Monte Real Blanco Gran Reserva 2019",28521,RIO1082,,,,750.000,ml,6,117.000
"Well Crafted Wine & Beverage Co.","Monte Real Blanco Tempranillo 2022",21728,RIO1048,,,,750.000,ml,6,0.000
"Well Crafted Wine & Beverage Co.","Monte Real Blanco Tempranillo 2023",28522,RIO1084,,,,750.000,ml,6,163.000
"Well Crafted Wine & Beverage Co.","Monte Real Cepas Viejas 2022",29293,RIO1088,,,,750.000,ml,6,462.000
"Well Crafted Wine & Beverage Co.","Monte Real Cepas Viejas  (6 pack) 2021 5001599",19999,RIO1011,,,,750.000,ml,6,1011.000
"Well Crafted Wine & Beverage Co.","Monte Real Crianza 2022",28517,RIO1079,,,,750.000,ml,12,4884.000
"Well Crafted Wine & Beverage Co.","Monte Real Cuvee 2017 1012808",20004,RIO1018,,,,750.000,ml,6,130.000
"Well Crafted Wine & Beverage Co.","Monte Real Garnacha 2020 5001594",20006,RIO1019,,,,750.000,ml,6,139.000
"Well Crafted Wine & Beverage Co.","Monte Real Gran Reserva 1964",23356,RIO1050,,,,750.000,ml,12,19.000
"Well Crafted Wine & Beverage Co.","Monte Real Gran Reserva 1998",20013,RIO1025,,,,750.000,ml,12,202.000
"Well Crafted Wine & Beverage Co.","Monte Real Gran Reserva 2001",20009,RIO1023,,,,750.000,ml,12,696.000
